run_id,straightness
61,0.9798587800834937
62,0.9563096481821146
63,0.9701966988434165
64,0.9674458309231752
65,0.5282019712534719
66,0.7233694813278272
67,0.6618126473671956
68,0.9971759900014876
69,0.9171641896660878
70,0.5395937617987755
71,0.8337022454249519
72,0.9178664831670074
73,0.895174242300614
74,0.9176957083709163
75,0.4848200629046349
76,0.5934659144617103
77,0.9420989927072351
78,0.5781730958309196
79,0.7650486681661277
80,0.5312235357513427
81,0.8388206905905692
82,0.7493178473510883
83,0.9452924174224941
125,0.9987301404588588
126,0.9237523532917996
127,0.9900257668626349
128,0.7681033948057664
129,0.944255564159639
130,0.7920016596022517
131,0.8453056397146167
132,0.9449839543906045
133,0.8391773399601177
134,0.9846563138159363
135,0.9882284771746537
136,0.985355956613008
137,0.8111646674671099
138,0.9883968251120552
139,0.951947861516384
140,0.8533497605354241
141,0.9889149066486338
142,0.746390331809419
143,0.9974394483902503
144,0.7944680929234085
145,0.8366543509223942
146,0.9942583147708849
147,0.9967617524472399
148,0.8591578195117878
149,0.9017436845623409
150,0.9991308348151077
151,0.9975103284513301
152,0.9338626741695226
153,0.9611234805597967
154,0.9539896469413861
155,0.9973834701760529
156,0.9895479522751447
157,0.9544409461788265
158,0.9849346112137617
159,0.48151060453789546
160,0.7806415130279845
161,0.976622696672083
162,0.9030806763282005
163,0.8937955008181178
185,0.9837156888099108
186,0.2878727191567102
187,0.9736638258593278
188,0.8633443506159416
189,0.8637732986858664
190,0.3488488340170888
191,0.9816427181665683
192,0.5501305395953362
193,0.9272400428741603
194,0.3048219951299819
195,0.8374045232658953
196,0.8563403239709618
197,0.7981810483524409
198,0.48893886397202185
199,0.9789688726337713
200,0.9007938221511986
213,0.9619239306629881
214,0.9998779852649359
215,0.9778399647531694
216,0.9892982609405826
217,0.9781954015665556
218,0.8905420149591169
219,0.9773005001561896
220,0.9954395161773173
221,0.9931645515029079
222,0.9976522408367772
223,0.9855444513003618
224,0.9289114206766418
225,0.9695549134568183
226,0.9520059446629779
227,0.6450460689477768
228,0.9214724460310864
229,0.9970547698406487
230,0.9186850038052592
231,0.4198764935429969
232,0.9867819410297827
233,0.982478076228081
234,0.8882195276697487
235,0.9865455786477971
236,0.9158946925943778
237,0.9869328787281527
238,0.991808721967735
239,0.9424413396926704
240,0.9648840862404315
241,0.9980646937780171
242,0.9908822011613883
243,0.9967233335768616
244,0.9804538322792717
245,0.9840684173908483
246,0.9021378351027222
247,0.9493436028274891
248,0.9708477565749606
249,0.9291920389677859
250,0.9777773720635977
251,0.9919433895415289
253,0.17259420575701084
254,0.9809545814795549
255,0.7296876776272824
256,0.9986755110657707
257,0.9804362509158467
258,0.7378972150695315
259,0.8500078076906763
260,0.9969456483314648
261,0.8228787002973756
262,0.9119642459980962
263,0.8319696142227947
264,0.9920454432687353
265,0.9337820636159506
266,0.9432198040744186
267,0.9610068825904091
268,0.9216304944898975
269,0.9952067271170882
270,0.9964027364196165
271,0.9991668384322271
272,0.6921961568983529
273,0.9724780039907951
274,0.8948085640045768
275,0.9964228169343432
276,0.9849837231533609
277,0.9280551833779459
278,0.9378173931193367
279,0.5972540145491901
280,0.8797645874596711
281,0.9585181739666995
282,0.9432592764827763
283,0.9390520727403376
284,0.8533594389445697
285,0.7187480512838357
286,0.8239148885290755
